#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:allgenes_concatenated_withoutgroup_namedbysubspecies" name="popSize">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:allgenes_concatenated_withoutgroup_namedbysubspecies">
#                    <taxonset id="TaxonSet.allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="kappa1Prior.s:allgenes_concatenated_withoutgroup_namedbysubspecies" name="distribution">
#            <parameter id="kappa1.s:allgenes_concatenated_withoutgroup_namedbysubspecies" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="kappa2Prior.s:allgenes_concatenated_withoutgroup_namedbysubspecies" name="distribution">
#            <parameter id="kappa2.s:allgenes_concatenated_withoutgroup_namedbysubspecies" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.1" name="distr">
#                <parameter estimate="false" id="RealParameter.3" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.4" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:allgenes_concatenated_withoutgroup_namedbysubspecies" name="distribution" x="@popSize.t:allgenes_concatenated_withoutgroup_namedbysubspecies">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#        <prior id="PropInvariantPrior.s:allgenes_concatenated_withoutgroup_namedbysubspecies" name="distribution">
#            <parameter id="proportionInvariant.s:allgenes_concatenated_withoutgroup_namedbysubspecies" lower="0.0" name="x" upper="1.0">0.0</parameter>
#            <Uniform id="Uniform.2" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@allgenes_concatenated_withoutgroup_namedbysubspecies" id="treeLikelihood.allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:allgenes_concatenated_withoutgroup_namedbysubspecies">
#            <siteModel id="SiteModel.s:allgenes_concatenated_withoutgroup_namedbysubspecies" proportionInvariant="@proportionInvariant.s:allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:allgenes_concatenated_withoutgroup_namedbysubspecies" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:allgenes_concatenated_withoutgroup_namedbysubspecies" name="shape">1.0</parameter>
#                <substModel id="tn93.s:allgenes_concatenated_withoutgroup_namedbysubspecies" kappa1="@kappa1.s:allgenes_concatenated_withoutgroup_namedbysubspecies" kappa2="@kappa2.s:allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.substitutionmodel.TN93">
#                    <frequencies id="estimatedFreqs.s:allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:allgenes_concatenated_withoutgroup_namedbysubspecies" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:allgenes_concatenated_withoutgroup_namedbysubspecies" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:allgenes_concatenated_withoutgroup_namedbysubspecies" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	proportionInvariant	popSize	CoalescentConstant	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
5550000	-4565.333215387165	-4820.124461103082	254.791245715916	-4820.124461103082	0.06028781661136013	15.209999468650357	10.303749256363789	0.0	0.015698896279808937	259.4927297638392	0.30137557772522877	0.27899663397594854	0.1296290129423216	0.2899987753565004
5551000	-4571.942711500272	-4825.331027899691	253.38831639941955	-4825.331027899691	0.06188579949800441	15.209999468650357	13.48641264166606	0.0	0.017396235556334353	258.71437806416674	0.30137557772522877	0.27899663397594854	0.13463528226775245	0.28499250603106957
5552000	-4576.262271818505	-4824.399387126382	248.13711530787717	-4824.399387126382	0.06063527619472441	15.209999468650357	13.48641264166606	0.0	0.015399634961436504	253.34126694248326	0.30137557772522877	0.2720434701620821	0.14136489932767257	0.2852160527850159
5553000	-4573.918734077992	-4831.041586885367	257.12285280737507	-4831.041586885367	0.06484714621022053	15.209999468650357	13.48641264166606	0.0	0.01623756412993241	262.37998796812974	0.30137557772522877	0.2720434701620821	0.14136489932767257	0.2852160527850159
5554000	-4563.724919409861	-4831.035260889076	267.3103414792149	-4831.035260889076	0.06876437714571365	15.209999468650357	13.48641264166606	0.0	0.01664994510354859	272.592556227822	0.30137557772522877	0.2720434701620821	0.14136489932767257	0.2852160527850159
5555000	-4573.87070435291	-4827.596424342424	253.72571998951403	-4827.596424342424	0.06509230599264008	13.436866663855549	13.48641264166606	0.0	0.016283531910199822	258.7300475456663	0.30137557772522877	0.2720434701620821	0.14136489932767257	0.2852160527850159
5556000	-4587.222336296198	-4843.4712965490635	256.2489602528658	-4843.4712965490635	0.06588980784581287	11.308218636799218	13.48641264166606	0.0	0.014368133009980688	260.7888016364885	0.30137557772522877	0.2720434701620821	0.14136489932767257	0.2852160527850159
5557000	-4568.118974630245	-4832.767868179947	264.64889354970205	-4832.767868179947	0.06232901451579488	11.308218636799218	13.48641264166606	0.0	0.013627759222985885	269.13583099625686	0.30137557772522877	0.2720434701620821	0.14136489932767257	0.2852160527850159
5558000	-4577.461493342216	-4825.993285982423	248.53179264020667	-4825.993285982423	0.05916627423227735	11.308218636799218	8.847434778608651	0.0	0.017354207807763016	252.4636414516691	0.30137557772522877	0.2735692254503846	0.14136489932767257	0.2836902974967134
5559000	-4572.105507594317	-4826.204232652105	254.09872505778867	-4826.204232652105	0.06602218188394914	11.772040889145453	8.847434778608651	0.0	0.016741300171857938	258.0720059726669	0.30137557772522877	0.2735692254503846	0.14136489932767257	0.2836902974967134
5560000	-4574.909873139686	-4827.99787804727	253.0880049075836	-4827.99787804727	0.06550883114881442	10.90151727203194	8.847434778608651	0.0	0.020232593459000865	257.1036981053631	0.30137557772522877	0.2735692254503846	0.14136489932767257	0.2836902974967134
5561000	-4568.999215550327	-4829.0753858852995	260.0761703349726	-4829.0753858852995	0.06027940753668537	10.90151727203194	8.675940521105185	0.0	0.017796023761329167	263.92930876827927	0.30137557772522877	0.2735692254503846	0.14136489932767257	0.2836902974967134
5562000	-4573.513375515655	-4833.405155920205	259.8917804045506	-4833.405155920205	0.059069454878880046	11.581339378175858	8.675940521105185	0.0	0.014045457740980073	263.62367920062843	0.3021096139350563	0.27283518924055705	0.14136489932767257	0.2836902974967134
5563000	-4567.217670383787	-4828.65041185884	261.4327414750533	-4828.65041185884	0.0565047653969011	11.581339378175858	10.370573384044114	0.0	0.017383091649220927	265.698965586566	0.3021096139350563	0.27283518924055705	0.14136489932767257	0.2836902974967134
5564000	-4572.459585314434	-4826.847627312607	254.38804199817298	-4826.847627312607	0.06561810727565875	9.790468439395363	10.370573384044114	0.0	0.01535672050004116	258.21553983287004	0.3021096139350563	0.27283518924055705	0.14136489932767257	0.2836902974967134
5565000	-4561.766162223073	-4825.292834584072	263.52667236099893	-4825.292834584072	0.05862911146723732	9.790468439395363	10.370573384044114	0.0	0.01643916453069733	267.4222835689207	0.3021096139350563	0.27283518924055705	0.14136489932767257	0.2836902974967134
5566000	-4573.693279284188	-4828.025066678146	254.331787393958	-4828.025066678146	0.06464027148132293	9.790468439395363	8.211031877467788	0.0	0.01507232623457925	257.7244542293218	0.3021096139350563	0.27283518924055705	0.14136489932767257	0.2836902974967134
5567000	-4588.699875116214	-4836.794509581007	248.0946344647937	-4836.794509581007	0.06102476942734345	9.32797741387777	8.211031877467788	0.0	0.018678159068565847	251.61446842970255	0.3021096139350563	0.27283518924055705	0.14136489932767257	0.2836902974967134
5568000	-4570.709314689837	-4828.118945894573	257.409631204736	-4828.118945894573	0.06176576404038656	9.32797741387777	8.69649838665423	0.0	0.017374359614373613	260.95624402516154	0.3021096139350563	0.27283518924055705	0.14136489932767257	0.2836902974967134
5569000	-4580.920763730298	-4828.987873633794	248.06710990349603	-4828.987873633794	0.058702862670051516	9.483827039404602	8.69649838665423	0.0	0.018949521723626853	251.7302391553582	0.3021096139350563	0.27283518924055705	0.14136489932767257	0.2836902974967134
5570000	-4572.778334967477	-4827.6630708263565	254.88473585887908	-4827.6630708263565	0.06512151986291037	8.454459674351865	6.87462490548622	0.0	0.019393596274611284	257.976110762934	0.3021096139350563	0.27283518924055705	0.14136489932767257	0.2836902974967134
5571000	-4560.100744566536	-4827.987226978972	267.88648241243567	-4827.987226978972	0.06111697840951934	8.072739673838651	7.4043188599181775	0.0	0.016724507715023828	270.8707862069507	0.3021096139350563	0.27283518924055705	0.14136489932767257	0.2836902974967134
5572000	-4572.30391150569	-4828.5472799506815	256.24336844499123	-4828.5472799506815	0.06335669760328697	8.072739673838651	7.4043188599181775	0.0	0.019553221399130277	259.3839371183106	0.3021096139350563	0.27283518924055705	0.14136489932767257	0.2836902974967134
5573000	-4576.278769770835	-4839.380555259743	263.10178548890775	-4839.380555259743	0.05755863818592741	8.072739673838651	7.4043188599181775	0.0	0.015013141882356543	265.9781400549397	0.2844806031335339	0.29046420004207946	0.14136489932767257	0.2836902974967134
5574000	-4591.263464470726	-4839.777382628122	248.51391815739603	-4839.777382628122	0.061841491769116116	8.072739673838651	7.4043188599181775	0.0	0.02059446676392711	251.70636921643148	0.2844806031335339	0.29046420004207946	0.14124822915192414	0.2838069676724618
5575000	-4570.097451404106	-4830.253624274992	260.15617287088605	-4830.253624274992	0.05798838722056284	8.072739673838651	7.634333212034764	0.0	0.017479396356154715	263.2351353249327	0.2844806031335339	0.29046420004207946	0.14124822915192414	0.2838069676724618
5576000	-4567.3919991996145	-4831.265303048077	263.8733038484621	-4831.265303048077	0.05857139578702069	8.072739673838651	7.634333212034764	0.0	0.014264299544017298	266.74900334662	0.2844806031335339	0.29046420004207946	0.14124822915192414	0.2838069676724618
5577000	-4574.021216182958	-4827.589056675307	253.5678404923496	-4827.589056675307	0.06135000487994093	8.072739673838651	7.634333212034764	0.0	0.016267126619141644	256.57492640972407	0.3194758238057006	0.25546897936991275	0.14124822915192414	0.2838069676724618
5578000	-4558.912111398689	-4827.1529885817745	268.24087718308516	-4827.1529885817745	0.0637574355742499	7.632809580158739	7.634333212034764	0.0	0.015642531423430264	271.1147410167744	0.3194758238057006	0.25546897936991275	0.14124822915192414	0.2838069676724618
5579000	-4574.893588006063	-4841.955436904211	267.0618488981479	-4841.955436904211	0.058031869163640726	7.632809580158739	7.634333212034764	0.0	0.014481235766948935	269.8585728804366	0.3194758238057006	0.25546897936991275	0.14124822915192414	0.2838069676724618
5580000	-4562.385877328266	-4832.251243487056	269.8653661587894	-4832.251243487056	0.0675960561908225	7.632809580158739	7.634333212034764	0.0	0.012900314586308389	272.54648811234654	0.3194758238057006	0.25546897936991275	0.14124822915192414	0.2838069676724618
5581000	-4558.050241941517	-4832.454260579426	274.4040186379086	-4832.454260579426	0.05796669437602025	7.632809580158739	7.634333212034764	0.0	0.013987580452884436	277.1660587192515	0.3194758238057006	0.25546897936991275	0.14124822915192414	0.2838069676724618
5582000	-4564.092501005896	-4828.676138102902	264.58363709700546	-4828.676138102902	0.06091905916061938	7.535404110192061	7.634333212034764	0.0	0.0154685325253768	267.42503774375825	0.3194758238057006	0.25546897936991275	0.14124822915192414	0.2838069676724618
5583000	-4564.849209568786	-4836.374931156581	271.5257215877942	-4836.374931156581	0.05923716708980294	7.642263604057792	7.634333212034764	0.0	0.011671872269126209	274.1088299666415	0.3340631916764616	0.25546897936991275	0.14124822915192414	0.2692195998017008
5584000	-4558.789230273728	-4829.130491414296	270.34126114056767	-4829.130491414296	0.05724563783430498	8.96088247614533	7.634333212034764	0.0	0.013968998152971977	273.3766150762202	0.3296927265544818	0.25546897936991275	0.14124822915192414	0.2735900649236806
5585000	-4552.767035615715	-4826.777535745079	274.0105001293644	-4826.777535745079	0.05963172511537205	7.395766714402929	7.634333212034764	0.0	0.012765776579046744	276.62906234401805	0.32768884047600466	0.25546897936991275	0.14124822915192414	0.2755939510021577
5586000	-4552.584010826777	-4826.863015374621	274.27900454784367	-4826.863015374621	0.0677933476630575	7.395766714402929	7.634333212034764	0.0	0.015093026820767737	277.06503171427556	0.32768884047600466	0.25546897936991275	0.14124822915192414	0.2755939510021577
5587000	-4550.914137065421	-4825.609434295085	274.6952972296636	-4825.609434295085	0.05341373618896731	9.935694863313952	10.299779128207255	0.0	0.014906223206936903	278.5071853647974	0.32768884047600466	0.25546897936991275	0.14124822915192414	0.2755939510021577
5588000	-4560.318387250863	-4827.307839695257	266.98945244439346	-4827.307839695257	0.06186632770065366	9.629002074550726	10.483567180889613	0.0	0.015731749375505786	270.83105941556096	0.32768884047600466	0.25546897936991275	0.14124822915192414	0.2755939510021577
5589000	-4556.230491639376	-4826.583718146293	270.35322650691705	-4826.583718146293	0.057700032625428235	10.901482749977156	10.483567180889613	0.0	0.013648935739176513	274.2823325203291	0.3182109560499884	0.25546897936991275	0.14124822915192414	0.285071835428174
5590000	-4554.587341658306	-4820.780722076345	266.1933804180388	-4820.780722076345	0.05780019476123945	10.279427341211555	7.70755047851314	0.0	0.014565220451004625	269.53452002174987	0.3182109560499884	0.28436092725668033	0.12914798032164562	0.2682801363716849
5591000	-4548.058588624965	-4820.808670723295	272.75008209833015	-4820.808670723295	0.057724960922596345	10.279427341211555	7.70755047851314	0.0	0.012165886787027333	275.91122104624577	0.2968814416928305	0.28436092725668033	0.12914798032164562	0.2896096507288428
5592000	-4552.523995728531	-4829.01170469452	276.48770896598876	-4829.01170469452	0.057190941811594384	10.279427341211555	7.70755047851314	0.0	0.01295069086635298	279.7113611792106	0.2968814416928305	0.28436092725668033	0.12914798032164562	0.2896096507288428
5593000	-4557.298498206012	-4826.582190524357	269.28369231834586	-4826.582190524357	0.0606929168894361	10.279427341211555	7.70755047851314	0.0	0.01365961001025287	272.5606387000652	0.2968814416928305	0.28436092725668033	0.12914798032164562	0.2896096507288428
5594000	-4561.997487165837	-4828.888010367697	266.89052320186005	-4828.888010367697	0.06556963262378912	10.279427341211555	7.70755047851314	0.0	0.015825380540406282	270.31464129413445	0.31538536763701225	0.28436092725668033	0.12914798032164562	0.27110572478466105
5595000	-4559.1007328443975	-4829.215732718434	270.1149998740367	-4829.215732718434	0.05812595671520439	10.279427341211555	7.70755047851314	0.0	0.011969827807043414	273.25989208587276	0.31538536763701225	0.28436092725668033	0.12914798032164562	0.27110572478466105
5596000	-4551.52553038843	-4821.137099618884	269.61156923045513	-4821.137099618884	0.06004221510939532	10.929920724310618	10.09025182786049	0.0	0.013428132636513811	273.45848354687774	0.31538536763701225	0.28436092725668033	0.12914798032164562	0.27110572478466105
5597000	-4552.9062733055325	-4817.873129713939	264.9668564084072	-4817.873129713939	0.0592684094264706	10.929920724310618	9.923764342391156	0.0	0.01232102446637913	268.69721140999945	0.31538536763701225	0.28436092725668033	0.12914798032164562	0.27110572478466105
5598000	-4532.723073046554	-4817.116334666298	284.3932616197435	-4817.116334666298	0.054691707166273515	9.281886364445956	9.923764342391156	0.0	0.012474709167565266	287.83556867066835	0.31538536763701225	0.28436092725668033	0.12914798032164562	0.27110572478466105
5599000	-4550.211004465042	-4818.975765190666	268.76476072562434	-4818.975765190666	0.06285719504304847	9.281886364445956	6.610608026929792	0.0	0.013363712399083762	271.58577706389144	0.3077327432647545	0.28436092725668033	0.13680060469390334	0.27110572478466105
5600000	-4555.534521828227	-4822.46232815043	266.92780632220285	-4822.46232815043	0.06446734166118154	9.281886364445956	6.610608026929792	0.0	0.016131089715738553	269.93702810495586	0.3077327432647545	0.28436092725668033	0.13680060469390334	0.27110572478466105
5601000	-4557.030108104082	-4819.889135187969	262.859027083888	-4819.889135187969	0.06982845399367081	9.281886364445956	10.231190471421238	0.0	0.014872768804208254	266.5332534498445	0.3077327432647545	0.28436092725668033	0.13680060469390334	0.27110572478466105
5602000	-4561.080623484028	-4829.377725283058	268.2971017990295	-4829.377725283058	0.06294656202479587	9.281886364445956	10.231190471421238	0.0	0.016685448980467733	272.08633324222984	0.32699005549990634	0.28436092725668033	0.11754329245875154	0.27110572478466105
5603000	-4573.6049279464305	-4848.309991586893	274.7050636404632	-4848.309991586893	0.055035288008223625	9.281886364445956	10.231190471421238	0.0	0.013582575934317033	278.2885458526217	0.32699005549990634	0.28436092725668033	0.11754329245875154	0.27110572478466105
5604000	-4571.018062468223	-4829.765246567899	258.74718409967574	-4829.765246567899	0.060639868461778594	9.281886364445956	10.231190471421238	0.0	0.01655600152649798	262.52862718789544	0.32699005549990634	0.28436092725668033	0.13432903402208768	0.2543199832213249
5605000	-4577.247405150721	-4830.598526119137	253.3511209684168	-4830.598526119137	0.06784090935796236	12.73804137560758	10.231190471421238	0.0	0.02002471814490776	257.92015061539325	0.32699005549990634	0.28436092725668033	0.13432903402208768	0.2543199832213249
5606000	-4574.568724298848	-4834.646654919473	260.07793062062507	-4834.646654919473	0.06248584806439516	12.986980152253027	10.231190471421238	0.0	0.017163700934417814	264.53139650805707	0.32699005549990634	0.28445966665283995	0.13432903402208768	0.25422124382516526
5607000	-4556.311295794109	-4824.1043567360675	267.7930609419581	-4824.1043567360675	0.06075234576998604	12.986980152253027	10.231190471421238	0.0	0.01335894962094384	271.9959166302462	0.31481515640563157	0.28445966665283995	0.1354337825671382	0.26529139437438953
5608000	-4557.539634132497	-4824.471173926002	266.93153979350495	-4824.471173926002	0.06341315639733094	12.986980152253027	10.231190471421238	0.0	0.014742071444051028	271.2329143470105	0.30479966541895787	0.2829301473746614	0.1354337825671382	0.2768364046392418
5609000	-4559.638060355351	-4828.355056189398	268.71699583404774	-4828.355056189398	0.06409631678637068	12.986980152253027	9.18355225313295	0.0	0.01599949124495827	272.90429211988686	0.30479966541895787	0.2829301473746614	0.1354337825671382	0.2768364046392418
5610000	-4575.828329533509	-4835.666362234035	259.8380327005259	-4835.666362234035	0.0600074594625933	13.765741473399554	9.18355225313295	0.0	0.01706108212547817	264.20718257135445	0.30479966541895787	0.2829301473746614	0.1354337825671382	0.2768364046392418
5611000	-4569.405311139573	-4831.249746300204	261.8444351606305	-4831.249746300204	0.060885326050543975	13.765741473399554	9.18355225313295	0.0	0.014128700784474516	266.0249933059964	0.2975851429902895	0.2829301473746614	0.1354337825671382	0.2840509270679102
5612000	-4561.306401195133	-4834.7662475111065	273.45984631597355	-4834.7662475111065	0.06473997027270277	13.765741473399554	9.18355225313295	0.0	0.01412852508370007	277.64039202552743	0.2975851429902895	0.2829301473746614	0.1354337825671382	0.2840509270679102
5613000	-4573.383836350557	-4834.955627153839	261.5717908032814	-4834.955627153839	0.06052478838559082	13.765741473399554	8.930452919598164	0.0	0.018190028857441365	265.9555424954653	0.2975851429902895	0.2829301473746614	0.1354337825671382	0.2840509270679102
5614000	-4581.840551570576	-4834.629716925213	252.7891653546365	-4834.629716925213	0.05779976710880153	13.765741473399554	11.5933710115272	0.0	0.01692141296001137	257.58204576134483	0.2975851429902895	0.2829301473746614	0.1354337825671382	0.2840509270679102
5615000	-4571.176801219387	-4831.250909726855	260.07410850746766	-4831.250909726855	0.061589656650381075	13.765741473399554	11.005748637409251	0.0	0.015360157148415573	264.67075105872925	0.2975851429902895	0.2941157809564771	0.1354337825671382	0.27286529348609445
5616000	-4584.511939685079	-4831.161431982021	246.64949229694184	-4831.161431982021	0.06284762290954181	13.765741473399554	11.005748637409251	0.0	0.023245515839450188	251.66047013583133	0.2975851429902895	0.2941157809564771	0.1354337825671382	0.27286529348609445
5617000	-4567.1947021810765	-4823.535616744115	256.3409145630389	-4823.535616744115	0.05407239113067915	12.228144088656556	11.005748637409251	0.0	0.019463842780412632	260.93741806057835	0.2975851429902895	0.2941157809564771	0.1354337825671382	0.27286529348609445
5618000	-4576.209145575231	-4829.698032826289	253.48888725105863	-4829.698032826289	0.060481378168872994	15.703066183079532	11.005748637409251	0.0	0.017206222654578007	258.47294753744194	0.2975851429902895	0.2941157809564771	0.1354337825671382	0.27286529348609445
5619000	-4578.778822007511	-4833.1818680906445	254.40304608313386	-4833.1818680906445	0.057689876208078104	12.108605621035471	11.005748637409251	0.0	0.0169385445930612	258.8413355821355	0.2975851429902895	0.2941157809564771	0.1354337825671382	0.27286529348609445
5620000	-4555.518495431262	-4827.879064434931	272.3605690036696	-4827.879064434931	0.05919812314148679	12.108605621035471	11.005748637409251	0.0	0.014525836619586348	276.64519563221575	0.2975851429902895	0.2941157809564771	0.1354337825671382	0.27286529348609445
5621000	-4552.792461621675	-4819.532704511005	266.7402428893306	-4819.532704511005	0.061841304464070164	12.108605621035471	11.005748637409251	0.0	0.01405079835935128	270.99161983509794	0.2975851429902895	0.2780190883350376	0.1354337825671382	0.288961986107534
5622000	-4553.953353196533	-4819.288520216635	265.33516702010286	-4819.288520216635	0.06214453182118064	12.108605621035471	11.005748637409251	0.0	0.017504788205109634	269.80633920420036	0.2975851429902895	0.2780190883350376	0.1354337825671382	0.288961986107534
5623000	-4555.675566225222	-4828.545995433806	272.870429208584	-4828.545995433806	0.06875922734093508	13.017889577213055	11.005748637409251	0.0	0.01595516401664475	277.39222522010965	0.2975851429902895	0.2780190883350376	0.1354337825671382	0.288961986107534
5624000	-4554.415771068548	-4831.125128454636	276.7093573860886	-4831.125128454636	0.06873208105981331	13.017889577213055	11.005748637409251	0.0	0.011613236823383485	280.9135164109946	0.2975851429902895	0.2780190883350376	0.1354337825671382	0.288961986107534
5625000	-4574.229020061217	-4835.165103125415	260.93608306419765	-4835.165103125415	0.06410266910736007	10.515077249596878	7.175213778714541	0.0	0.013645493391617613	264.1364552992768	0.2975851429902895	0.2780190883350376	0.1354337825671382	0.288961986107534
5626000	-4565.800216189047	-4825.49534082693	259.69512463788266	-4825.49534082693	0.06552533817392178	9.781817730068692	7.680226932338173	0.0	0.016610679181185268	263.0706856239456	0.2975851429902895	0.2780190883350376	0.1354337825671382	0.288961986107534
5627000	-4550.68931827255	-4820.305627689805	269.61630941725485	-4820.305627689805	0.06879153989396157	9.781817730068692	7.680226932338173	0.0	0.013975975319742031	272.8191643975592	0.298326094080878	0.2780190883350376	0.13469283147654965	0.288961986107534
5628000	-4541.430495777136	-4822.433452200638	281.0029564235026	-4822.433452200638	0.05840697880235664	9.781817730068692	7.680226932338173	0.0	0.014794156732249509	284.26270388430095	0.298326094080878	0.2780190883350376	0.13469283147654965	0.288961986107534
5629000	-4554.542283996502	-4819.805447580048	265.26316358354563	-4819.805447580048	0.066273445544922	9.781817730068692	7.680226932338173	0.0	0.015712683859792173	268.5831470322688	0.298326094080878	0.2780190883350376	0.13469283147654965	0.288961986107534
5630000	-4560.259201100698	-4826.964923171175	266.7057220704765	-4826.964923171175	0.06737667934598131	9.781817730068692	7.680226932338173	0.0	0.01447618018723989	269.9437417967861	0.298326094080878	0.2780190883350376	0.13469283147654965	0.288961986107534
5631000	-4566.719297960162	-4826.186215063013	259.4669171028512	-4826.186215063013	0.06468052713451157	8.407667775391678	7.680226932338173	0.0	0.01704590681067746	262.6002319967962	0.298326094080878	0.2780190883350376	0.13469283147654965	0.288961986107534
5632000	-4567.303766737036	-4832.461471961159	265.15770522412294	-4832.461471961159	0.06045237763430166	8.407667775391678	7.680226932338173	0.0	0.014112273310429198	268.10215487922727	0.30339514565106224	0.2780190883350376	0.13469283147654965	0.28389293453734976
5633000	-4572.265112841486	-4836.857068139501	264.5919552980153	-4836.857068139501	0.058145844551016734	10.636991426565087	7.680226932338173	0.0	0.015537504630275617	268.05547468361215	0.30339514565106224	0.2780190883350376	0.13469283147654965	0.28389293453734976
5634000	-4572.490866220043	-4828.292595277671	255.80172905762765	-4828.292595277671	0.06450741635438541	10.636991426565087	7.680226932338173	0.0	0.018518450671352014	259.4407592570454	0.30339514565106224	0.2780190883350376	0.13469283147654965	0.28389293453734976
5635000	-4547.641050205613	-4813.464581036844	265.82353083123036	-4813.464581036844	0.062051835255797806	11.903833986368642	10.257949206874084	0.0	0.012250903821740123	269.7728022295871	0.30339514565106224	0.28873428389751593	0.13469283147654965	0.2731777389748714
5636000	-4556.037880908355	-4820.265855952361	264.227975044006	-4820.265855952361	0.063334773342998	11.903833986368642	10.257949206874084	0.0	0.011534503785816372	268.1169895992929	0.30339514565106224	0.28873428389751593	0.132719452132514	0.27515111831890704
5637000	-4559.025320146777	-4824.900286511978	265.8749663652015	-4824.900286511978	0.06316796996547289	11.371353392245632	10.257949206874084	0.0	0.017965160118229573	270.1187243960106	0.30339514565106224	0.28873428389751593	0.132719452132514	0.27515111831890704
5638000	-4566.3964666693455	-4831.344702944779	264.9482362754332	-4831.344702944779	0.05899667705401207	11.371353392245632	10.257949206874084	0.0	0.017847163312917833	269.18540455048196	0.30339514565106224	0.28873428389751593	0.132719452132514	0.27515111831890704
5639000	-4555.059742202486	-4820.710250213113	265.65050801062677	-4820.710250213113	0.059891535967722745	11.371353392245632	10.257949206874084	0.0	0.014337276506625666	269.6686946024269	0.30339514565106224	0.28873428389751593	0.132719452132514	0.27515111831890704
5640000	-4575.159130323903	-4826.69629502723	251.53716470332682	-4826.69629502723	0.06691892691749453	11.371353392245632	10.257949206874084	0.0	0.01783300263827821	255.77353922223648	0.30339514565106224	0.28873428389751593	0.132719452132514	0.27515111831890704
5641000	-4577.243589817941	-4830.614933538547	253.37134372060655	-4830.614933538547	0.05688379765737207	11.371353392245632	10.257949206874084	0.0	0.01615734672945589	257.5090422701813	0.30339514565106224	0.28873428389751593	0.132719452132514	0.27515111831890704
5642000	-4572.3506760005275	-4824.571170784744	252.22049478421624	-4824.571170784744	0.062469484329257086	11.371353392245632	10.257949206874084	0.0	0.017745827956218537	256.45196892528594	0.30339514565106224	0.28873428389751593	0.132719452132514	0.27515111831890704
5643000	-4559.320060324504	-4826.059043878437	266.73898355393294	-4826.059043878437	0.05773646207875512	11.371353392245632	10.257949206874084	0.0	0.016892932572960196	270.9212025949424	0.30339514565106224	0.28873428389751593	0.132719452132514	0.27515111831890704
5644000	-4570.327668687594	-4830.48049943927	260.15283075167554	-4830.48049943927	0.05945833241069387	11.371353392245632	10.257949206874084	0.0	0.015532827928689591	264.2511101643257	0.30339514565106224	0.28873428389751593	0.132719452132514	0.27515111831890704
5645000	-4565.197550569332	-4836.746672125183	271.54912155585134	-4836.746672125183	0.05660309829164599	11.371353392245632	8.288300441970758	0.0	0.01344429260827709	275.1231214055848	0.30339514565106224	0.28873428389751593	0.132719452132514	0.27515111831890704
5646000	-4567.242345817872	-4825.8037142762	258.56136845832793	-4825.8037142762	0.06421693738599386	11.371353392245632	9.485177936576607	0.0	0.013622347179594683	262.3854736408241	0.30339514565106224	0.28873428389751593	0.132719452132514	0.27515111831890704
